Sentences,Question,word5,word4,word6,word1,word3,Ans,word2,lenth,Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Grade,Gender,frameRate,session,date,
誣陷主人的管家怒斥了園丁,主人誇獎了園丁？,怒斥了,管家,園丁,誣陷,的,j,主人,12,1,34,0,0,0,9,space,0.501518513869,space,0.6840437231,space,0.483738441413,space,0.451104011292,space,0.435215074773,space,1.01736245154,space,0.767576196078,j,1,0.867536407619,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
工人表揚的廠長漲了薪水,廠長上調了薪水？,漲了,廠長,薪水,工人,的,f,表揚,11,2,3,0,1,1,2,space,0.43399931633,space,0.634463672897,space,0.567236573166,space,0.466835846557,space,0.584274954032,space,0.734157049155,space,1.10070900822,f,1,0.950056011723,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
留學的生活能夠磨礪人的意志,留學生活能鍛鍊人?,人的,磨礪,意志,留學的,能夠,f,生活,13,3,37,0,2,2,20,space,0.400558459434,space,0.6339548701,space,0.434082208958,space,0.500976159296,space,0.517195087392,space,0.50048985592,space,0.467374648601,f,1,0.934066025162,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
手機是個既方便又重要的發明,手機是個不好的發明?,的,又重要,發明,手機,既方便,j,是個,13,3,36,0,3,3,19,space,0.434807716745,space,0.600582300925,space,0.533449935625,space,0.451011645229,space,0.41730316358,space,0.450713626524,space,0.483910937015,j,1,0.917757888812,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
聽說吃黑巧克力可以提高智商,巧克力不能提高智商?,提高,可以,智商,聽說,黑巧克力,j,吃,13,3,40,0,4,4,23,space,0.400513855304,space,0.500601563588,space,0.450618102645,space,0.450736520674,space,0.38384928069,space,0.350516184197,space,0.367322860446,j,1,2.83421120566,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
領隊欽佩的組長煮了美食,組長討厭領隊？,煮了,組長,美食,領隊,的,j,欽佩,11,2,6,0,5,5,5,space,0.40004215682,space,0.83481119034,space,0.717619971278,space,0.51757007782,space,0.73420678472,space,0.683840044083,space,0.467200179366,j,1,1.13413447078,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
徐總賞識的詩人獲得了好評,徐總獲得了好評？,獲得了,詩人,好評,徐總,的,j,賞識,12,2,8,0,6,6,7,space,0.367324834078,space,0.500669456596,space,0.550378977168,space,0.467461488479,space,0.383882437738,space,0.384080590571,space,0.500413673653,j,1,1.1341569702,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
小張崇拜的作家寫了首詩,作家會寫詩歌？,寫了,作家,詩歌,小張,的,f,崇拜,11,2,1,0,7,7,0,space,0.634150654572,space,0.66712454972,space,0.433646430603,space,0.417199745163,space,0.58400338202,space,0.483915279008,space,0.417453159745,f,1,1.00247730518,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
招待船長的賓客接受了訪問,賓客接受了訪問？,接受了,賓客,訪問,招待,的,f,船長,12,1,37,0,8,8,12,space,0.484081458977,space,0.534040052138,space,0.450572709065,space,0.484115010746,space,0.467148075433,space,1.28459089334,space,1.03408465626,f,1,1.20078763779,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
賄賂小陳的企劃員擅長宣傳,小陳不懂宣傳？,擅長,企劃員,宣傳,賄賂,的,j,小陳,12,1,36,0,9,9,11,space,0.400609379183,space,0.533824531318,space,0.717117484106,space,0.433917213166,space,0.434007605596,space,0.550965935865,space,0.483651996248,j,1,1.00065445698,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
善待動物們是對生命的尊重,應該善待動物?,的,生命,尊重,善待,是對,f,動物們,12,3,35,0,10,10,18,space,0.417226586578,space,0.584166798901,space,0.584001408388,space,0.583631549402,space,1.16738270102,space,0.818161220617,space,0.71537476543,f,1,0.668429121681,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
和朋友們一起喝下午茶很開心,喝下午茶很開心?,下午茶,喝,很開心,和,一起,f,朋友們,13,3,39,0,11,11,22,space,0.384020986836,space,0.617129641694,space,0.500780769544,space,0.567234599534,space,0.567216836833,space,0.533933081184,space,0.500524197145,f,1,1.81703545988,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
小周羞辱的導演做了壞事,導演做了不好的事？,做了,導演,壞事,小周,的,f,羞辱,11,2,5,0,12,12,4,space,0.384183614267,space,0.583334714873,space,0.617685022255,space,0.901238178922,space,0.467407805641,space,0.534093734976,space,1.00204192156,f,1,0.717904569276,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
爺爺一句話就把大家逗開心了,爺爺把大家逗開心了?,逗,大家,開心了,爺爺,就把,f,一句話,12,3,33,0,13,13,16,space,0.400567538141,space,0.533967422409,space,0.534353859912,space,0.683841228267,space,0.467192284828,space,0.500577090534,space,0.3169383571,f,1,0.767150680629,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
指使搶匪的殺手發生了不測,殺手遭遇不測了？,發生了,殺手,不測,指使,的,f,搶匪,12,1,35,0,14,14,10,space,1.88443229212,space,0.683773729987,space,0.667248493926,space,0.567148549104,space,0.484043565208,space,0.533809136978,space,0.517212060637,f,1,0.8506740749,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
阿姨親手製作了一個生日蛋糕,阿姨沒做蛋糕?,生日,一個,蛋糕,阿姨,製作了,j,親手,13,3,38,0,15,15,21,space,0.366727217755,space,0.467946607678,space,0.451071643693,space,0.351012750463,space,0.417125141808,space,0.533533617694,space,0.350636575851,j,1,0.750819650129,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
襲擊刺客的鐵匠鑄造了寶劍,鐵匠救了刺客？,鑄造了,鐵匠,寶劍,襲擊,的,f,刺客,12,1,39,0,16,16,14,space,0.450513105323,space,0.500657614793,space,0.550639102112,space,0.384008355577,space,0.467341491545,space,0.601072551566,space,0.467298071606,j,0,1.86708760329,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
弟弟傷害的同學打了老師,同學推開了老師？,打了,同學,老師,弟弟,的,j,傷害,11,2,4,0,17,17,3,space,0.467363201518,space,0.833975159054,space,0.917365530404,space,0.533988342933,space,0.483854491082,space,0.483970935478,space,0.450933094609,j,1,1.53474345523,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
掩護戰士的村民躲進了樹洞,村民跑出了樹洞？,躲進了,村民,樹洞,掩護,的,j,戰士,12,1,40,0,18,18,15,space,0.350524473455,space,0.53399939528,space,0.717490500901,space,0.617173061633,space,1.31755373613,space,0.917726310669,space,0.567251572786,j,1,0.900552538529,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
房東厭惡的小孩吃了蘋果,房東扔掉蘋果？,吃了,小孩,蘋果,房東,的,j,厭惡,11,2,2,0,19,19,1,space,0.40097213308,space,0.517371135524,space,0.551595525067,space,0.533884924516,space,0.400495303147,space,0.584042065246,space,0.817449922986,j,1,0.985187483369,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
小潘舉薦的水手開啟了旅程,水手開啟了旅程？,開啟了,水手,旅程,小潘,的,f,舉薦,12,2,7,0,20,20,6,space,0.350639338947,space,0.550515552633,space,0.450668232945,space,0.684332268364,space,0.400877003929,space,1.00063511536,space,0.583954435897,f,1,0.634152628212,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
愛慕局長的學生考上了大學,學生考上了大學？,考上了,學生,大學,愛慕,的,f,局長,12,1,33,0,21,21,8,space,0.416930541505,space,0.500912608288,space,0.650783256322,space,0.483565156363,space,0.434437068317,space,0.48474459994,space,0.350400529249,f,1,0.667618747626,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
救治嬸嬸的鄰居染上了毒癮,嬸嬸染上了毒癮？,染上了,鄰居,毒癮,救治,的,j,嬸嬸,12,1,38,0,22,22,13,space,0.400543459815,space,0.450837176002,space,0.450720336878,space,0.484040802112,space,0.366983395426,space,0.417372240765,space,0.516872595625,j,1,0.833571353571,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
每年都會頒布新的法規制度,每年不會有新制度?,法規,的,制度,每年,新,j,都會頒布,12,3,34,0,23,23,17,space,0.384136641776,space,0.484162772686,space,0.734010210792,space,0.550868043632,space,0.367809558542,space,0.501100498223,space,0.567069998477,j,1,1.53456543346,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
熱鬧的夜市有很多美味的食物,夜市裡有很多美食?,的,美味,食物,熱鬧的,有很多,f,夜市,13,3,61,0,0,0,20,space,0.601250178617,space,0.834495408933,space,0.417361977867,space,0.550690811317,space,0.66725520428,space,0.584079564287,space,0.417382898384,f,1,0.6505779984,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
討好主播的發言人處理了糾紛,發言人擺平了糾紛？,處理了,發言人,糾紛,討好,的,f,主播,13,1,57,0,1,1,8,space,0.367862451931,space,0.48383001802,space,0.667688219539,space,0.750879253872,space,0.384011118666,space,0.467121628739,space,0.433854056879,f,1,1.05049265848,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
上尉惹怒的服務員扔了盤子,盤子是上尉扔的？,扔了,服務員,盤子,上尉,的,j,惹怒,12,2,30,0,2,2,5,space,0.950915726629,space,0.367166548647,space,0.46740070056,space,0.383765203886,space,0.400544643991,space,0.400574643223,space,0.383925857677,j,1,0.950562051446,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
朋友們推薦了許多好聽的歌曲,朋友們推薦了歌曲?,的,好聽,歌曲,朋友們,許多,f,推薦了,13,3,57,0,3,3,16,space,0.333688982151,space,0.533799663535,space,0.467421621084,space,0.517289427087,space,0.317259269963,space,0.334038710069,space,0.417466975188,f,1,0.684159378041,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
責罵小明的管理員掄起了拳頭,管理員握起了拳頭？,掄起了,管理員,拳頭,責罵,的,f,小明,13,1,59,0,4,4,10,space,0.350602629354,space,0.500573932717,space,0.667338491621,space,0.350683548335,space,0.367275887955,space,0.367104576544,space,0.550631602295,f,1,0.717760494008,SPR,ao,B,,female,59.6641153056,001,2016_04_26_1026,
