Sentences,Question,word5,word4,word6,word1,word3,Ans,word2,lenth,Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Grade,Gender,frameRate,session,date,
督促小謝的技術員趕上了進度,技術員落下了進度？,趕上了,技術員,進度,督促,的,j,小謝,13,1,50,0,0,0,9,space,1.56733631011,space,0.417442176258,space,0.417161919118,space,0.533746903355,space,0.433766166097,space,0.500363150059,space,0.383542513009,j,1,0.767183708143,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
雇主同情的技工拿到了專利,雇主毆打了技工？,拿到了,技工,專利,雇主,的,j,同情,12,2,18,0,1,1,1,space,0.417194681591,space,0.467403729708,space,0.367045632185,space,0.36707050007,space,0.483754166373,space,0.500370255148,space,0.467188997514,j,1,1.70059501348,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
資助航海家的演員擔任了主角,演員當上了主角？,擔任了,演員,主角,資助,的,f,航海家,13,1,51,0,2,2,10,space,0.867126946192,space,0.367027474655,space,0.400438464247,space,0.38382355959,space,0.3670878681,space,0.40040254395,space,0.400402938685,f,1,1.0006734065,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
親近大自然的最好方式是旅遊,旅遊能夠親近大自然?,是,最好方式,旅遊,親近,的,f,大自然,13,3,55,0,3,3,22,space,0.36717233996,space,0.333610958944,space,0.483700878016,space,0.550306151301,space,0.800744694483,space,0.350366386847,space,0.433720377623,f,1,1.43375708736,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
農夫辱罵的木匠造出了新房,木匠造出了新房？,造出了,木匠,新房,農夫,的,f,辱罵,12,2,19,0,4,4,2,space,0.283815586095,space,0.383901715802,space,0.467008606647,space,0.433360780095,space,0.434042081208,space,0.383694878168,space,0.550454963872,f,1,0.783733482589,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
老婆迷戀的編輯出版了新書,編輯出版了新書？,出版了,編輯,新書,老婆,的,f,迷戀,12,2,17,0,5,5,0,space,0.350491120975,space,0.350425990793,space,0.517073184194,space,0.417090078583,space,0.467009396089,space,0.717109657096,space,0.600444148324,f,1,1.01713160402,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
驅趕交警的行政人員亂扔垃圾,行政人員亂扔垃圾？,亂扔,行政人員,垃圾,驅趕,的,f,交警,13,1,53,0,6,6,12,space,0.233863506088,space,0.400548198697,space,0.317036316585,space,0.400562803668,space,0.56706710541,space,1.2337577189,space,0.483756139991,f,1,1.01713634076,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
桌子上擺滿了一大堆舊的文件,桌上沒有文件?,的,舊,文件,桌子上,一大堆,j,擺滿了,12,3,52,0,7,7,19,space,0.300366939453,space,0.333800033783,space,0.68370064121,space,0.383798691706,space,0.383544486685,space,0.367152603547,space,0.500435385358,j,1,0.983696930751,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
每週都有寫不完的作業和報告,每週都有作業?,作業和,的,報告,每週,寫不完,f,都有,13,3,53,0,8,8,20,space,0.333793718135,space,0.384016581753,space,0.466771374951,space,0.433708535769,space,0.367163655959,space,0.433789060335,space,0.36712181475,f,1,1.36716207702,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
校園門口的那棵樹長滿了新葉,樹長滿了新葉?,長滿了,樹,新葉,校園門口,那棵,f,的,13,3,49,0,9,9,16,space,0.283765850327,space,0.483806270495,space,0.333792139223,space,0.333726614335,space,0.400204390317,space,0.383658563136,space,0.433681299502,f,1,0.68377287648,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
小郭取笑的廚師偷聽了對話,小郭表揚了廚師？,偷聽了,廚師,對話,小郭,的,j,取笑,12,2,22,0,10,10,5,space,0.250410122739,space,0.317140524858,space,0.483859558823,space,0.400446358777,space,0.333612143091,space,0.400422675099,space,0.383769087086,j,1,0.950542909355,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
上司嘲笑的會計偽造了帳目,會計偽造了帳目？,偽造了,會計,帳目,上司,的,f,嘲笑,12,2,23,0,11,11,6,space,0.233758113638,space,0.383765929262,space,0.600437043206,space,0.533845585422,space,0.400100971514,space,0.383985398192,space,0.433942609641,f,1,0.667132314527,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
袒護隊長的消防員聲援了遊行,隊長聲援了遊行？,聲援了,消防員,遊行,袒護,的,j,隊長,13,1,52,0,12,12,11,space,0.267048711074,space,0.367098525778,space,0.617068921158,space,0.550471542461,space,0.700442253612,space,0.833867927053,space,0.683775639598,f,0,1.7004947525,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
拉攏貴族的青年當上了執行長,貴族當上了執行長？,當上了,青年,執行長,拉攏,的,j,貴族,13,1,54,0,13,13,13,space,0.467286100669,space,0.467302679259,space,0.567101841472,space,0.633783297293,space,0.567031974584,space,0.817205655039,space,1.20059185562,j,1,2.03399479276,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
每個人的相處方式都不一樣,相處方式都一樣的?,都,方式,不一樣,每個人,相處,j,的,12,3,50,0,14,14,17,space,0.333782271016,space,0.417132709234,space,0.366934318794,space,0.367120235838,space,0.600482042239,space,0.500135786569,space,0.483828769997,j,1,0.950637644128,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
表弟砍傷的疑犯發現了秘密,疑犯發現了秘密？,發現了,疑犯,秘密,表弟,的,f,砍傷,12,2,21,0,15,15,4,space,0.267211339116,space,0.517165155907,space,0.583735693072,space,0.667218760034,space,1.08380674419,space,0.60039757035,space,0.40056793511,f,1,1.01706371072,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
忽視小白的企業家投資了廣告,企業家投資了廣告？,投資了,企業家,廣告,忽視,的,f,小白,13,1,55,0,16,16,14,space,0.317088026,space,0.383821980678,space,0.483878111059,space,0.467126235715,space,0.600482042239,space,0.550400491367,space,0.450411859521,f,1,0.717085973389,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
週六有場精彩的戲劇要公演了,週六沒有戲劇公演?,戲劇,的,要公演了,週六,精彩,j,有場,13,3,54,0,17,17,21,space,0.433780376334,space,0.417010343459,space,0.383712246199,space,0.417103894055,space,0.350481647503,space,0.38380619153,space,0.75046656889,j,1,0.833873058524,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
表哥結識的中醫師開了偏方,中醫生開錯了偏方？,開了,中醫師,偏方,表哥,的,j,結識,12,2,20,0,18,18,3,space,0.300176285644,space,0.367122604192,space,0.467049658415,space,0.467187813309,space,0.53376387668,space,0.684046817943,space,0.717080052476,j,1,2.18389484755,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
音樂可以讓人身心得到放鬆,音樂會讓人放鬆?,得到,身心,放鬆,音樂,讓人,f,可以,12,3,51,0,19,19,18,space,0.716871241195,space,0.450389754755,space,0.600525067624,space,0.567143682711,space,0.467216233752,space,0.417137051263,space,0.400439648423,f,1,0.817118420091,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
博物館裡有很多珍貴的收藏品,博物館沒有收藏品?,的,珍貴,收藏品,博物館裡,很多,j,有,13,3,56,0,20,20,23,space,0.250453937595,space,0.367179050343,space,0.88383579615,space,0.517188444879,space,0.483753376902,space,0.667191129032,space,1.03395137261,j,1,0.700256336568,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
表姐熟識的院士解釋了理論,表姐解釋了理論？,解釋了,院士,理論,表姐,的,j,熟識,12,2,24,0,21,21,7,space,0.56710026256,space,0.417059684522,space,0.383637642575,space,0.78374216659,space,0.467085183947,space,0.467255311843,space,0.517023053719,j,1,0.95047817388,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
輕視政府的逃亡者認清了事實,政府認清了事實？,認清了,逃亡者,事實,輕視,的,j,政府,13,1,56,0,22,22,15,space,0.233819691261,space,0.317025658907,space,0.316801058507,space,0.300397333514,space,0.250422359328,space,0.450527514942,space,0.483792060259,j,1,1.41717849774,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
照顧小崔的飛行員擊落了敵機,飛行員打落了敵機？,擊落了,飛行員,敵機,照顧,的,f,小崔,13,1,49,0,23,23,8,space,0.367150629929,space,0.333625169122,space,0.550370097277,space,0.450557119562,space,0.683622090262,space,1.21706426336,space,0.467134919716,f,1,1.78375400847,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
總統拜訪的老人遭遇了車禍,老人遭遇了車禍？,遭遇了,老人,車禍,總統,的,f,拜訪,12,2,11,0,0,0,2,space,0.833925952116,space,0.767207391822,space,0.400172812049,space,0.367113130691,space,0.333499250788,space,0.750441700977,space,0.433594853996,f,1,0.617221680994,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
佩服科學家的商人買下了產品,商人買下了產品？,買下了,商人,產品,佩服,的,f,科學家,13,1,45,0,1,1,12,space,0.250408149062,space,0.383448567707,space,0.267091341695,space,0.417326126131,space,0.550401280809,space,0.416740743996,space,0.483745087608,f,1,0.500432227534,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
醫生厭煩的病人嘀咕了幾句,病人喜歡醫生？,嘀咕了,病人,幾句,醫生,的,j,厭煩,12,2,10,0,2,2,1,space,0.333743192896,space,0.383752113761,space,0.317061973939,space,0.383707509463,space,0.367149445723,space,0.533790718211,space,0.400406096509,j,1,1.46713926172,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
讚賞女婿的工程師籌辦了晚宴,工程師舉辦了一場晚宴？,籌辦了,工程師,晚宴,讚賞,的,f,女婿,13,1,47,0,3,3,14,space,0.317057237175,space,0.46707097374,space,0.267066868546,space,0.450504620705,space,1.11703063248,space,0.467154656129,space,1.65058135588,f,1,0.983719035547,SPR,38,B,,f,59.9287966627,001,2016_11_24_1233,
