Sentences,Question,word5,word4,word6,word1,word3,Ans,word2,lenth,Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Grade,Gender,frameRate,session,date,
犯人檢舉的同伴知道了敵情,犯人知道了敵情？,知道了,同伴,敵情,犯人,的,j,檢舉,12,2,26,0,0,0,1,space,1.10047493712,space,0.817144866858,space,0.866774453782,space,0.832495851384,space,1.01760133071,space,1.133469883,space,1.3337029306,j,1,2.46716215601,SPR,44,B,,m,60.4026064782,001,2016_11_25_1215,
隔壁的大伯擅長修理各種電器,大伯不會修理電器?,各種,修理,電器,隔壁的,擅長,j,大伯,13,3,64,0,1,1,23,space,0.750523014984,space,1.06719262904,space,0.733689825633,space,0.750391175796,space,0.700448174553,space,0.833741219249,space,0.68389918952,j,1,1.98389508441,SPR,44,B,,m,60.4026064782,001,2016_11_25_1215,
責備治療師的婦女察覺了動靜,治療師察覺了動靜？,察覺了,婦女,動靜,責備,的,j,治療師,13,1,62,0,2,2,13,space,0.633703167434,space,0.850406254351,space,0.667208102357,space,0.733777455345,space,0.767216865323,space,0.900410833245,space,0.833686352009,j,1,1.30046798987,SPR,44,B,,m,60.4026064782,001,2016_11_25_1215,
叔叔協助的警察破了大案件,警察偵破了大案件？,破了,警察,大案件,叔叔,的,f,協助,12,2,31,0,3,3,6,space,0.667118893703,space,0.816832242068,space,0.817149998387,space,0.850452042883,space,1.30045930587,space,0.867048000509,space,1.18389918952,f,1,1.75035091344,SPR,44,B,,m,60.4026064782,001,2016_11_25_1215,
我今天學會了一個新的技能,我今天沒學新技能?,新的,一個,技能,我,學會了,j,今天,12,3,60,0,4,4,19,space,0.750486700039,space,1.10034901876,space,0.850571645598,space,0.901276077726,space,0.717086762888,space,0.76709173643,space,0.783784402593,j,1,2.80037996551,SPR,44,B,,m,60.4026064782,001,2016_11_25_1215,
撞見業務員的藝人衝進了現場,藝人闖進了現場？,衝進了,藝人,現場,撞見,的,f,業務員,13,1,63,0,5,5,14,space,0.817186313332,space,0.9003642553,space,1.28382387542,space,0.683727087977,space,1.21714912989,space,0.833787007723,space,0.750422754034,f,1,1.05038391281,SPR,44,B,,m,60.4026064782,001,2016_11_25_1215,
支持小林的研究員分析了案例,小林不懂分析案例？,分析了,研究員,案例,支持,的,j,小林,13,1,64,0,6,6,15,space,0.650445569307,space,1.18390116317,space,0.91703718499,space,1.0171860765,space,1.78348559322,space,0.850532962184,space,0.88369645708,j,1,4.10067585384,SPR,44,B,,m,60.4026064782,001,2016_11_25_1215,
每個人都應該要遵守交通規則,交通規則人人遵守?,交通,遵守,規則,每個人,要,f,都應該,13,3,63,0,7,7,22,space,0.667190734297,space,1.06703118514,space,1.31719420792,space,0.7500722353,space,0.683744850801,space,0.583881347848,space,0.500397491443,f,1,1.68371682503,SPR,44,B,,m,60.4026064782,001,2016_11_25_1215,
詆毀代理商的律師吃上了官司,律師碰上了官司？,吃上了,律師,官司,詆毀,的,f,代理商,13,1,61,0,8,8,12,space,0.700345939898,space,1.18371958815,space,1.28369282559,space,0.76714739314,space,1.58379648125,space,0.850392044173,space,0.733778244758,f,1,2.76694252912,SPR,44,B,,m,60.4026064782,001,2016_11_25_1215,
童年的回憶總是美好而快樂的,童年的回憶很痛苦?,而,美好,快樂的,童年的,總是,j,回憶,13,3,62,0,9,9,21,space,0.667134288175,space,1.23375574528,space,0.783889005543,space,0.816957765666,space,0.833950030559,space,0.800346413569,space,0.717074131535,j,1,1.26698950183,SPR,44,B,,m,60.4026064782,001,2016_11_25_1215,
熱鬧的夜市有很多美味的食物,夜市裡有很多美食?,的,美味,食物,熱鬧的,有很多,f,夜市,13,3,61,0,10,10,20,space,0.46704413218,space,0.800451016636,space,0.717091104889,space,1.61696234444,space,0.867072078981,space,0.733854032587,space,0.600472963473,f,1,1.7505616984,SPR,44,B,,m,60.4026064782,001,2016_11_25_1215,
小吳批評的評論家說了粗話,評論家說了粗話？,說了,評論家,粗話,小吳,的,f,批評,12,2,29,0,11,11,4,space,1.0670998678,space,1.1171194464,space,0.86706615804,space,1.00022696878,space,2.36716128758,space,0.533727956354,space,0.73376837658,f,1,1.36727812717,SPR,44,B,,m,60.4026064782,001,2016_11_25_1215,
